#{"t_start": 1783432667.426373, "env_id": "LunarLander-v3"}
r,l,t
-310.374456,112,3.2795
-117.787291,115,3.788209
-32.741952,114,4.097435
-82.859724,109,4.342788
-224.683252,115,4.810382
-181.109283,86,5.111648
-86.317086,128,5.440672
-76.469069,92,5.651283
-155.657993,69,5.778392
-107.604563,58,5.888855
-87.999698,84,8.444369
-335.717883,97,8.768929
-26.361845,93,8.96913
-67.379252,115,9.374532
-198.009781,110,9.718787
-82.379738,130,10.004198
-127.191437,122,10.40657
-93.773766,69,10.661958
-427.707002,125,10.980611
-184.565805,72,11.128259
-130.829398,85,13.393436
-77.140672,80,13.57992
-127.100734,99,13.788614
-194.993193,83,13.990783
-78.930508,104,14.372352
-102.181952,73,14.659417
-301.676303,105,15.1136
-106.769162,72,15.364638
-151.340404,113,15.830601
-152.04674,74,15.987838
-85.25518,91,16.229614
-110.230394,122,19.391015
-81.48431,67,19.550546
-103.116679,84,19.859444
-134.923443,92,20.281373
-54.744187,96,20.805933
-113.162227,59,20.960319
-163.302391,106,21.190039
-9.281053,110,21.414415
-161.383298,102,21.597836
-107.073077,69,21.747113
-211.551075,120,22.004696
-100.416863,64,22.11519
-47.012818,79,23.934551
-110.854922,84,24.119485
-77.085426,71,24.270093
-53.357986,75,24.491517
-130.958351,91,24.699715
-188.853858,104,24.978763
-160.030571,141,25.273
-118.593323,92,25.450912
-125.254029,121,25.745825
-118.892231,117,26.157411
-116.590139,104,29.019936
-215.767813,102,29.207002
-90.478779,63,29.335419
-86.371712,70,29.462498
-238.414071,136,29.768911
-188.786641,127,30.079712
-195.36883,108,30.460784
-170.010452,94,30.690485
-198.45133,103,30.994856
-93.748792,113,31.233814
-95.294254,76,33.589995
-132.057841,106,33.788708
-82.58374,74,33.971989
-311.846377,107,34.226681
-42.574352,67,34.38609
-157.301459,127,34.648689
-83.735736,121,35.093009
-108.512459,84,35.440579
-58.028736,74,35.74419
-93.824925,115,36.272688
-103.884515,96,36.77032
-100.224595,70,39.497196
