#{"t_start": 1783434978.0294619, "env_id": "LunarLander-v3"}
r,l,t
-208.424426,119,2.579377
-172.193531,110,2.799938
-83.026754,72,2.959104
-124.338056,110,3.192512
-89.869335,101,3.39215
-165.683557,71,3.537813
-133.157671,92,3.709856
-171.762802,86,3.864783
-158.567564,103,4.065448
-91.050536,70,4.214181
-88.996517,98,5.912048
-248.808144,110,6.110297
-157.861467,68,6.251388
-90.892148,67,6.398994
-80.461916,71,6.526322
-327.114638,95,6.722231
-172.947176,120,6.967361
-253.128012,126,7.206917
-108.519775,95,7.390493
90.185148,1000,10.796695
-370.302881,90,10.973135
-59.739653,74,11.115578
-77.272955,114,11.316263
-333.262443,119,13.183436
-103.454412,85,13.335962
-100.628082,72,13.460705
-115.799171,85,13.61125
-282.713232,132,13.876222
-102.00055,96,14.053344
-78.174555,121,14.283979
-130.733273,97,14.478573
-119.823121,110,14.667348
-328.73912,94,14.83982
-163.274495,93,16.676059
-63.749848,63,16.801844
-158.808269,85,16.96152
-95.39905,67,17.091168
-196.802186,101,17.266215
-236.918328,98,17.459054
-90.023572,76,17.645518
-154.626459,125,17.902162
-63.769082,125,18.141248
-79.594755,75,18.278814
-103.289086,75,18.417879
-91.666192,63,18.53605
-193.554467,114,20.256823
-54.367556,103,20.455989
-170.423467,114,20.673172
-306.210879,115,20.895239
-110.536148,102,21.079482
-73.801487,125,21.326856
-155.889678,119,21.537782
-82.382015,86,21.705972
-83.664983,69,21.846502
-38.183232,119,23.60751
-139.170057,131,23.842831
-106.282271,72,23.987874
-294.957415,145,24.257549
-94.389068,88,24.421001
-94.046834,94,24.594214
-172.538506,121,24.804459
-153.20147,123,25.036763
-113.611505,131,25.277558
-288.078261,149,27.013256
-128.156548,150,27.286789
-253.780567,97,27.469062
-79.486565,62,27.590328
-88.293272,65,27.704534
-146.539724,102,27.888604
-199.825916,104,28.088631
-126.311413,111,28.388052
-137.179443,88,28.592721
-174.762468,120,28.973315
-91.783555,86,31.386996
-72.222715,68,31.516705
-205.587751,90,31.705664
-101.7242,113,31.979379
-153.01624,108,32.227545
-80.385361,130,32.541827
-102.62817,112,32.885449
-153.227403,114,33.155891
-58.875477,108,33.602742
-201.531354,165,36.751092
-80.890554,74,37.019467
-48.18811,96,37.292996
-106.565067,119,37.583986
-113.443652,116,37.860927
-94.623783,79,38.00962
-108.362335,109,38.263125
-106.065276,123,38.520397
-69.318862,86,38.717803
-130.261551,108,38.961055
-67.179945,108,41.240984
-93.469983,73,41.407979
-107.137041,83,41.571856
-57.589135,68,41.698554
-96.627706,132,42.136198
-65.297632,103,42.37499
-80.644583,139,42.674264
7.97574,90,42.861032
-113.144897,115,43.068482
-42.354105,85,43.224546
-277.617701,155,45.121055
-34.065724,137,45.407507
-71.609463,111,45.625367
-39.332761,137,45.920265
-71.652075,72,46.057737
-64.492113,86,46.221771
-24.929765,69,46.371103
-101.411764,102,46.574895
-163.078434,106,46.754725
-23.18044,136,47.00597
29.752537,1000,50.862113
-75.971888,106,52.894412
0.115601,101,53.157361
-51.171232,138,53.410144
-33.614659,136,53.657462
-21.167143,89,53.820984
-36.351098,101,53.996898
-107.293447,171,54.309178
14.456695,190,54.687588
-70.417705,145,56.453744
16.583219,103,56.654999
-5.595702,139,56.969328
-21.8927,88,57.139627
-21.132226,108,57.372572
-60.92085,99,57.595179
-14.026985,162,58.000849
-30.595154,161,58.323114
-94.23081,142,60.333848
-61.662184,142,60.621106
-33.153104,146,60.883586
-87.935682,143,61.16969
-26.721191,146,61.433293
10.167169,149,61.708563
-37.404634,149,61.985632
-2.136145,121,63.752113
2.792834,175,64.071435
14.392145,196,64.445127
-154.386594,287,64.975827
-38.461951,115,65.196759
12.613734,140,65.468972
-157.258775,175,67.391888
-11.585682,157,67.728924
-18.153316,144,68.038835
-46.092,141,68.352992
-81.677713,216,68.771335
30.49048,133,69.037087
24.897947,163,70.909178
20.513109,144,71.18344
-27.165769,170,71.49715
126.392214,1000,74.942532
-64.737382,228,75.365759
21.511925,204,75.755494
-62.241601,165,76.05728
-51.360473,164,77.86547
-9.108206,225,78.318528
-65.440518,110,78.519353
86.756778,1000,81.945879
-135.506202,245,82.499942
-21.754458,121,82.736729
-101.492975,225,83.1638
6.946291,108,84.895859
-61.885584,149,85.173456
39.020324,1000,88.562819
46.563802,1000,91.938453
-7.482985,213,92.391251
-67.887096,181,92.725073
-33.558317,187,93.097332
102.480579,1000,96.61078
138.004545,1000,99.929188
17.488797,144,100.220427
-31.127513,160,100.564362
7.024523,179,102.737171
28.176187,211,103.136417
-243.588329,303,103.758229
123.669296,1000,107.178111
59.863237,1000,110.798209
95.754329,1000,114.316769
-42.075655,348,114.978655
7.564887,276,117.106259
36.497969,340,117.775087
120.581341,1000,121.196646
83.337121,1000,124.575372
94.877378,1000,127.993522
-37.63299,174,128.311642
-22.617027,223,128.737862
43.014397,201,130.605984
17.930236,164,130.896641
173.624027,1000,134.465292
62.90989,1000,137.907358
128.228289,1000,141.42731
93.286761,1000,144.83723
52.063387,1000,148.436128
144.078437,1000,152.245124
110.17392,1000,155.653637
161.833266,1000,157.831888
5.55277,279,159.88447
72.266909,1000,163.291693
123.255085,1000,166.721554
-15.49072,237,167.173637
195.881419,373,167.878801
157.176303,1000,171.47793
108.447998,1000,174.93874
119.357832,1000,178.561837
115.174254,1000,181.932011
-71.602899,492,184.355791
122.090405,1000,187.833845
99.160559,1000,191.322084
108.066288,1000,194.670056
147.744674,1000,198.018825
46.191647,358,198.730853
111.329915,1000,202.098947
122.480352,1000,205.795338
4.09437,199,206.169809
85.545787,1000,209.701571
-15.07739,311,210.291919
58.214509,1000,213.716648
