episode,seed,original_return,generated_return,length,terminated,truncated,component.dist_gate,component.landing_proxy,component.progress_reward,component.stability_penalty,behavior.both_contact_rate,behavior.final_abs_angle,behavior.final_distance,behavior.final_speed,behavior.left_contact_rate,behavior.outcome,behavior.right_contact_rate,behavior.source,behavior.termination_reason
0,10005,225.73784941711997,41.32133739927932,368,True,False,153.24391203956358,40.21783498537129,1.3630903564259582,-0.2595879425179569,0.11413043478260869,0.0024878859985619783,0.05050417297574735,0.0,0.12228260869565218,terminated_unclassified,0.11413043478260869,derived_from_declared_observation_and_action,unknown
1,10006,254.09201296327456,28.715288993587773,352,True,False,141.08407163283783,27.734053354215195,1.333423398329187,-0.35218775895660825,0.08522727272727272,0.0024445869494229555,0.08232611839141213,0.0,0.08522727272727272,terminated_unclassified,0.08806818181818182,derived_from_declared_observation_and_action,unknown
2,10007,253.38413880391676,47.01412764771286,394,True,False,158.62252298136585,45.96454982812703,1.3561884183349215,-0.3066105987490961,0.12436548223350254,0.003089439356699586,0.06177498183994963,0.0,0.13705583756345177,terminated_unclassified,0.12436548223350254,derived_from_declared_observation_and_action,unknown
3,10008,221.4902558699253,45.81627018257314,378,True,False,156.48547022197562,44.75834902892687,1.3274472205011374,-0.26952606685489117,0.12169312169312169,0.0006199927884154022,0.08684414841592324,0.0,0.1402116402116402,terminated_unclassified,0.12698412698412698,derived_from_declared_observation_and_action,unknown
4,10009,269.2883204705166,32.23351682673821,348,True,False,147.5586765531345,31.220532607751807,1.3596040773801996,-0.3466198583938081,0.09482758620689655,0.001052127219736576,0.05447737517031371,0.0,0.09770114942528736,terminated_unclassified,0.09482758620689655,derived_from_declared_observation_and_action,unknown
5,10010,282.4668554908497,660.136041656017,951,True,False,747.8515277847949,659.1339788143626,1.398319549404323,-0.39625670775012495,0.7076761303890642,0.0004784784105140716,0.0014189218491652555,0.0,0.7087276550998949,terminated_unclassified,0.7087276550998949,derived_from_declared_observation_and_action,unknown
6,10011,269.7760979195321,39.54230687032737,336,True,False,147.9841059150363,38.52132388146302,1.3472846413264181,-0.3263016524620737,0.11904761904761904,0.0032217788975685835,0.0565583819335005,0.0,0.11904761904761904,terminated_unclassified,0.13095238095238096,derived_from_declared_observation_and_action,unknown
7,10012,260.68366345301865,36.95746667571358,355,True,False,147.38601613517503,36.00514651121596,1.3382348851824812,-0.38591472068485133,0.10704225352112676,0.0009673865861259401,0.07292090782369139,0.0,0.11549295774647887,terminated_unclassified,0.10704225352112676,derived_from_declared_observation_and_action,unknown
8,10013,277.4905319505772,31.71013268069153,336,True,False,138.45983370845337,30.826101154415653,1.3241594963912207,-0.44012797011535015,0.08630952380952381,0.0021925419569015503,0.08670084603269317,0.0,0.11011904761904762,terminated_unclassified,0.09523809523809523,derived_from_declared_observation_and_action,unknown
9,10014,109.65252460461572,485.5659864243155,1000,False,True,554.2147993758924,484.6549862843215,1.2921821916327634,-0.3811820516382911,0.416,0.001279533258639276,0.11228401606821849,0.0016708182259500312,0.416,timeout,0.696,derived_from_declared_observation_and_action,unknown
