#{"t_start": 1782935832.9249299, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
0.620608,97,2.635448,-100.0,-0.01442285068333149,0
0.290807,81,2.808312,-100.0,-0.016649745404720306,0
0.299031,105,3.06786,-100.0,-0.029630130156874657,0
0.898245,107,3.353256,-100.0,-0.004471422638744116,0
170.422667,1000,7.956005,2.409171585271259,0.39122864603996277,0
0.863984,106,8.27186,-100.0,-0.024389002472162247,0
0.540425,108,8.550671,-100.0,-0.0067302449606359005,0
0.668533,108,8.846585,-100.0,-0.02212647721171379,0
0.173228,111,9.148972,-100.0,-0.01274300180375576,0
-0.167847,103,9.423008,-100.0,-0.03295578062534332,0
1.107603,89,9.656515,-100.0,-0.007130779325962067,0
1.061474,100,11.688465,-100.0,-0.005028760060667992,0
-0.213198,96,11.895857,-100.0,-0.039397042244672775,0
-0.060954,91,12.128232,-100.0,-0.018917709589004517,0
0.108137,181,12.605469,-100.0,-0.011988310143351555,0
-0.055141,108,12.898604,-100.0,-0.006254532374441624,0
0.850893,104,13.183315,-100.0,-0.018761757761240005,0
0.550506,77,13.401305,-100.0,-0.0038561904802918434,0
0.235868,94,13.644317,-100.0,-0.008029086515307426,0
1.380194,83,13.860058,-100.0,0.27255335450172424,0
-0.002129,97,14.120637,-100.0,-0.033598098903894424,0
0.350452,120,16.28402,-100.0,-0.014372272416949272,0
-0.563181,99,16.5138,-100.0,-0.0016113435849547386,0
0.190519,120,16.829434,-100.0,-0.015499358996748924,0
0.922153,95,17.086908,-100.0,0.000418989104218781,0
0.519186,121,17.406685,-100.0,-0.012027331627905369,0
0.147196,89,17.657479,-100.0,-0.006067181937396526,0
0.681869,90,17.897885,-100.0,-0.006637214682996273,0
0.982183,73,18.131039,-100.0,-0.006879637483507395,0
0.095591,122,18.470955,-100.0,-0.022669244557619095,0
-0.270771,84,18.698439,-100.0,-0.02132142335176468,0
0.563282,84,20.63139,-100.0,-0.012395579367876053,0
0.10151,105,20.928509,-100.0,-0.028198907151818275,0
0.696618,106,21.998672,-100.0,-0.011857157573103905,0
0.454445,77,22.312386,-100.0,-0.025817379355430603,0
0.50101,85,22.481096,-100.0,-0.017169229686260223,0
0.585889,70,22.610021,-100.0,-0.012083841487765312,0
0.984019,96,22.806399,-100.0,-0.016596587374806404,0
-0.136116,116,23.043293,-100.0,-0.0336308553814888,0
0.781449,120,23.304511,-100.0,-0.006249794736504555,0
0.657469,127,23.555204,-100.0,0.0015815217047929764,0
0.840676,88,25.10526,-100.0,-0.003438700456172228,0
0.792927,126,25.335169,-100.0,-0.0029875701293349266,0
1.575537,73,25.477431,-100.0,0.3820122182369232,0
0.233824,114,25.687334,-100.0,-0.02863728255033493,0
0.914961,76,25.825881,-100.0,-0.009091377258300781,0
-0.008556,124,26.066002,-100.0,-0.011570440605282784,0
0.649502,74,26.227878,-100.0,-0.009768628515303135,0
-0.361159,95,26.511456,-100.0,-0.007681444752961397,0
0.962749,78,26.686871,-100.0,-0.008702853694558144,0
0.286442,96,26.895124,-100.0,-0.029827795922756195,0
0.56891,87,27.072701,-100.0,-0.023449376225471497,0
1.21055,106,28.918609,-100.0,0.17222613096237183,0
1.002143,99,29.110167,-100.0,-0.011165968142449856,0
0.915583,68,29.232051,-100.0,-0.010963862761855125,0
1.032123,87,29.397648,-100.0,-0.008418655954301357,0
1.090308,75,29.541303,-100.0,-0.013349396176636219,0
1.637361,73,29.685047,-100.0,0.4034576117992401,0
0.878953,66,29.80746,-100.0,-0.009932153858244419,0
0.821235,69,29.940341,-100.0,-0.017503978684544563,0
0.896662,86,30.128362,-100.0,-0.013144005089998245,0
0.834726,69,30.267036,-100.0,-0.010051936842501163,0
1.175964,89,30.439197,-100.0,-0.025778185576200485,0
1.14682,77,30.599138,-100.0,-0.020013660192489624,0
0.738505,73,30.74607,-100.0,-0.014978140592575073,0
