Using cpu device
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 398      |
|    ep_rew_mean     | 145      |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 3438     |
|    iterations      | 1        |
|    time_elapsed    | 3        |
|    total_timesteps | 12288    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 399         |
|    ep_rew_mean          | 150         |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 2485        |
|    iterations           | 2           |
|    time_elapsed         | 9           |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.010050979 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | 0.53        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0363      |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.00674    |
|    std                  | 0.981       |
|    value_loss           | 0.203       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 399         |
|    ep_rew_mean          | 150         |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 2264        |
|    iterations           | 3           |
|    time_elapsed         | 16          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.012794529 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0408     |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0175     |
|    std                  | 0.96        |
|    value_loss           | 0.0128      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 400         |
|    ep_rew_mean          | 151         |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 2088        |
|    iterations           | 4           |
|    time_elapsed         | 23          |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.009930921 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.845       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0267     |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.938       |
|    value_loss           | 0.00817     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 400         |
|    ep_rew_mean          | 150         |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 2010        |
|    iterations           | 5           |
|    time_elapsed         | 30          |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.010182523 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0163     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00882    |
|    std                  | 0.926       |
|    value_loss           | 0.00366     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 385         |
|    ep_rew_mean          | 139         |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 1968        |
|    iterations           | 6           |
|    time_elapsed         | 37          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.009967051 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00197    |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.911       |
|    value_loss           | 0.00149     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 379          |
|    ep_rew_mean          | 134          |
|    success_rate         | 0            |
| time/                   |              |
|    fps                  | 1927         |
|    iterations           | 7            |
|    time_elapsed         | 44           |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0073639285 |
|    clip_fraction        | 0.0803       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.682        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00537      |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00394     |
|    std                  | 0.929        |
|    value_loss           | 0.0196       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 379        |
|    ep_rew_mean          | 134        |
|    success_rate         | 0          |
| time/                   |            |
|    fps                  | 1890       |
|    iterations           | 8          |
|    time_elapsed         | 52         |
|    total_timesteps      | 98304      |
| train/                  |            |
|    approx_kl            | 0.00897345 |
|    clip_fraction        | 0.0959     |
|    clip_range           | 0.2        |
